income,debt,credit_score,employment_years,credit_limit,credit_used,default
27365,4777,570,3.4,11489,11489,0
100735,27012,646,10.1,5786,3653,0
33053,4243,629,0.2,6849,2740,0
26157,17398,634,1.7,11860,7178,0
67642,6966,578,0.1,7875,4588,0
99850,9971,586,1.3,49917,1661,0
75461,19999,542,7.9,9392,9392,1
89110,20275,688,0.1,15252,2795,0
31130,38932,707,2.3,2542,2542,1
20888,12509,573,0.5,5418,5418,1
120668,17071,802,2.2,4625,1582,0
40392,9413,619,7.3,5074,1994,0
42172,15454,803,3.9,13238,3747,0
108762,18989,586,5.3,20433,2255,0
68442,12349,447,1.7,12597,12597,1
64443,3156,690,11.6,8445,4105,0
179692,17417,675,4.9,6364,6364,0
33319,17884,653,2.2,21580,7803,0
85537,7753,586,2.2,42187,6233,0
50727,4781,647,10.0,10878,5096,0
57593,43508,599,3.4,19102,14964,1
122649,19794,620,4.9,12586,2339,0
66483,11123,734,2.2,16795,16795,0
67709,5380,668,1.0,4380,1543,0
93293,6923,711,5.1,7033,7033,0
39381,37876,627,3.7,13054,1388,0
29628,14915,616,2.8,23127,3699,0
26190,8600,535,3.9,5582,5345,1
15066,20085,613,0.9,2384,2384,1
168337,6964,318,6.3,6983,4173,1
25288,44386,591,11.8,20072,1411,1
42927,39428,642,8.9,3266,2021,0
41519,9198,706,1.6,4342,4342,0
58950,8079,623,2.1,11038,5048,0
79973,1645,685,6.6,9125,2640,0
82149,4084,432,3.6,15005,15005,1
34550,4575,644,3.2,4188,1639,0
44344,14886,482,10.4,7883,3550,1
58078,10291,529,3.1,22848,3118,0
42226,4554,631,2.9,4294,4294,0
128593,10669,778,0.2,27829,5132,0
65814,20016,687,0.3,4688,4459,0
76186,20379,652,0.0,17936,935,0
72965,2923,648,9.8,7623,7623,0
99120,12057,579,2.1,4441,4040,0
54645,4417,596,2.5,6990,5454,0
22514,27485,693,7.5,14493,2506,0
62306,25017,511,3.8,9850,2175,1
33163,6513,709,3.8,21654,18946,0
35697,7238,611,1.4,27039,996,0
69690,9237,733,7.2,4324,1903,0
103050,2203,746,0.7,4108,4108,0
49650,17479,483,0.2,3970,3970,1
59000,10740,592,0.9,5274,3667,0
136125,29032,564,1.2,21439,15092,0
56639,5548,469,1.3,14651,7348,1
233517,8141,547,4.4,6758,6060,0
68824,4003,850,1.0,9821,6021,0
17044,5982,711,4.5,26450,7470,0
77034,5190,842,0.4,37632,7747,0
61617,29637,733,0.6,11868,11868,0
106282,7642,576,2.8,1538,1538,0
73417,14755,612,10.2,12187,4240,0
45113,9852,709,7.9,19041,1615,0
23516,4839,694,13.9,11582,4690,0
43243,11677,592,4.2,16458,16458,0
29428,21575,499,4.5,12707,11921,1
34603,5084,850,3.9,4170,3013,0
69783,25522,636,3.9,5322,5049,0
133511,6770,617,0.6,7905,1530,0
62119,9078,661,3.1,20864,2055,0
23920,20426,626,2.0,5790,5622,1
64008,7858,662,2.3,13618,3149,0
100507,13767,779,3.0,12241,1920,0
34000,10386,638,0.5,30042,7638,0
45233,14816,534,1.8,9613,4564,0
49455,1989,634,0.3,2898,1199,0
30609,3091,604,15.6,15565,759,0
72328,21868,792,0.5,44207,2942,0
45589,30630,767,1.2,16296,1177,0
63052,6449,661,8.9,5702,914,0
28782,10990,522,2.6,4641,4641,1
37704,16912,527,0.6,5079,4501,1
75616,23262,652,1.9,40228,3870,0
39195,2638,684,0.5,7870,4148,0
138161,6576,613,0.9,6224,1765,0
38570,10239,602,0.2,8858,7114,0
56095,23447,591,2.3,7928,4369,0
85781,98592,648,6.6,29654,2486,0
20931,11132,412,3.5,4865,2844,1
17043,4335,540,3.7,22617,1628,0
19626,18431,587,0.9,10780,3410,1
104564,38438,771,1.7,23038,3961,0
35203,14566,569,7.5,29966,3331,0
227503,6468,668,0.4,10502,5165,0
34942,28750,673,7.8,7938,4579,0
54761,22716,780,2.6,10366,6049,0
123657,5879,776,7.3,9262,9262,0
163351,18127,644,1.5,3103,3103,0
168873,29668,602,1.7,29341,11604,0
101217,34390,584,5.6,11755,2292,0
90621,12668,626,6.1,4384,3110,0
69949,10032,607,1.0,2328,2328,0
78199,35661,705,14.4,1940,1940,0
35217,5074,692,0.4,16972,2668,0
30004,18975,709,0.3,6417,6417,0
48922,4465,776,3.6,7198,2102,0
44262,31329,836,5.1,13929,7578,0
37349,10868,662,13.0,6896,4800,0
74446,36859,760,2.1,14510,1414,0
86958,19794,615,0.1,10580,3325,0
51691,5021,769,3.7,9331,9331,0
118957,41760,756,1.4,3291,3291,0
24711,46212,751,2.3,5576,5576,1
43643,27060,659,2.7,15090,1340,0
31885,7264,583,0.3,6140,6140,0
15996,10459,511,2.7,23012,502,1
46648,15008,646,2.2,51148,4914,0
45568,7609,803,5.0,15669,8674,0
121549,51734,619,4.2,28141,10447,0
71574,14995,729,0.8,16391,2394,0
26516,1537,734,0.9,6809,6809,0
149112,17527,622,1.2,11386,3040,0
101989,10112,782,0.8,40511,4240,0
69512,12582,359,4.3,6860,3328,1
42792,9948,528,20.8,4781,1767,0
27566,25480,558,4.2,4474,4474,1
39210,32720,568,3.7,8499,5132,1
94207,16755,684,2.1,4903,4903,0
151866,10184,679,1.5,31946,12585,0
123741,12925,689,9.7,11516,2057,0
36559,13571,710,13.9,19540,14684,0
25040,7031,555,2.7,8030,7732,1
53345,21229,528,1.4,4455,1926,1
16965,19303,690,5.9,3958,3958,1
59510,45814,587,0.6,5242,1957,0
44866,36471,493,5.8,12623,12623,1
37063,7719,747,6.8,14242,10223,0
18829,25751,790,0.5,15097,4610,0
66713,6243,806,15.1,3491,3491,0
35610,23313,669,16.9,9894,1183,0
24296,8837,713,11.0,4826,2504,0
8749,5892,787,2.7,13109,3916,0
48218,16715,586,1.1,13840,13840,1
141967,1572,761,3.5,4357,1875,0
132821,3292,678,2.2,19489,1057,0
37262,11591,741,0.9,50877,1340,0
34155,14271,669,2.2,17754,11110,0
64943,9942,780,4.4,8831,2879,0
26929,3776,672,0.3,7930,4259,0
58752,6944,502,1.6,8550,8550,1
77625,18269,795,0.1,5811,4263,0
102351,21278,555,5.5,11810,5906,0
46162,13187,775,4.1,4461,4461,0
43382,33707,641,0.3,2637,2637,1
28947,18360,768,13.4,11542,4232,0
29848,7347,763,0.1,10045,6110,0
42792,10674,693,3.6,6635,6635,0
61109,4349,701,6.0,4032,2409,0
84808,12253,692,6.2,12123,324,0
30275,32522,449,0.1,4949,4949,1
120044,23115,662,9.5,8980,8980,0
41661,41011,538,10.0,34046,5884,1
48396,10485,667,3.3,15613,6257,0
31309,39218,536,2.6,3796,2958,1
11447,11446,532,0.2,4055,4055,1
83319,43359,810,3.3,11007,10592,0
76275,13128,757,2.1,3779,3779,0
41407,23524,650,5.9,2438,2438,0
51031,43481,668,2.1,14367,1203,0
66807,11444,625,4.6,12390,5691,0
19196,15910,707,0.4,13567,1708,0
35688,37462,582,0.6,11898,10849,1
78949,12011,749,0.6,9455,1184,0
23096,4644,625,0.2,6226,1480,0
58462,74192,608,3.1,14204,2780,1
21721,9175,652,6.3,28880,6243,0
64852,15169,591,3.8,6968,2876,0
47984,33685,683,3.4,4844,2902,0
18600,8211,596,4.6,4471,4176,0
98602,5965,697,1.7,5395,3952,0
31547,16366,772,1.8,11405,11405,0
30147,3183,578,1.5,2213,2213,0
55290,10611,637,5.0,13459,3670,0
97654,16253,696,0.7,15533,15533,0
26649,10765,606,0.1,2811,2811,0
50869,3886,696,3.6,4987,2055,0
63404,47827,706,11.4,10465,6191,0
74300,14513,758,3.8,8951,7958,0
54495,41979,589,6.1,14239,2647,0
39332,10851,556,4.5,8966,1906,0
29835,6608,619,2.8,23989,5312,0
51621,16570,553,5.1,7904,3554,0
25764,11242,706,7.0,4973,4973,0
8495,5207,534,1.0,4701,4701,1
63700,43297,850,1.6,16561,2761,0
84319,8121,780,1.0,10104,7211,0
11876,3065,651,2.4,15423,15374,0
26747,38659,737,8.7,15202,1402,0
71075,8925,486,1.7,2407,1958,1
168467,8215,850,1.9,4456,4456,0
49636,3254,591,7.9,4844,4844,0
31672,53785,638,2.9,5590,4689,1
43926,4762,464,3.1,7374,3716,1
111851,13999,699,7.9,19919,3665,0
33270,27725,539,2.7,22901,6945,1
30348,18720,660,4.6,8062,8062,0
36693,12737,596,0.4,8301,3188,0
27667,3424,542,0.8,6040,6040,1
52765,6990,570,2.1,10535,10535,0
129937,15526,673,2.7,11405,11405,0
59507,7117,522,13.5,17405,8606,0
42133,15720,575,14.1,17308,17308,1
41147,23049,716,7.6,1975,1975,0
19189,28854,850,1.5,8895,2323,0
83272,5009,698,13.3,26079,3061,0
46784,77445,558,4.7,7283,1993,1
43990,24686,613,2.0,21971,5484,0
332989,13341,653,4.8,7986,6437,0
58645,31940,615,0.1,11186,5888,0
31223,88639,740,0.6,4466,4466,1
37956,4226,672,7.1,4585,4585,0
97642,11157,741,4.1,16446,16446,0
52468,1993,619,1.8,18348,8587,0
20682,15586,783,2.8,10082,10082,0
85096,17896,633,9.4,4191,4191,0
32831,12948,553,4.0,10205,1148,0
150841,7914,850,2.0,23863,961,0
93716,2593,468,0.5,33524,32033,1
37482,18013,576,1.4,7929,3045,0
105726,42802,587,15.3,3097,2821,0
51058,8326,850,2.3,17823,6131,0
81770,18997,831,2.6,8159,8066,0
65568,3810,799,2.8,19151,9038,0
29501,19260,617,8.6,12049,12049,1
33319,9753,850,3.7,5333,5333,0
90942,7259,687,4.7,10309,2369,0
40100,7271,748,2.0,24732,11753,0
38477,9751,668,0.1,8916,3478,0
27637,18141,645,10.7,4796,4343,0
63206,4676,625,11.9,3255,1836,0
168977,9724,629,11.9,5765,1071,0
25835,12924,711,11.5,7427,4777,0
49738,5546,687,6.8,17571,2079,0
114386,56237,647,4.6,4516,4516,0
46733,6749,801,7.4,29367,3816,0
64307,7820,353,3.7,3882,3882,1
25915,6108,701,0.6,50617,16828,0
63385,56319,722,2.0,33119,1291,0
43814,20792,765,14.2,10925,2560,0
88560,6315,644,1.7,3123,3123,0
99951,32370,671,8.1,9521,6511,0
231825,15687,749,0.4,7549,7549,0
69410,16413,799,1.6,4056,4056,0
59604,10142,620,1.7,12133,5363,0
55085,7335,677,0.2,5561,5561,0
39660,17504,818,0.5,6000,6000,0
60059,8638,438,0.9,8582,1309,1
41059,57148,581,7.3,6618,4270,1
54235,4840,797,0.3,42392,6146,0
108073,45658,759,1.4,6802,6802,0
26798,12221,702,0.0,13475,2139,0
97142,16971,605,4.8,10958,1569,0
108041,26018,562,3.9,12669,3980,0
45668,8069,591,4.1,13365,13365,0
13724,26673,805,1.9,18342,2351,0
34041,1531,587,0.9,11926,11926,0
106745,7510,660,5.1,11585,11585,0
48353,6379,575,6.7,10311,5120,0
26914,4901,734,0.6,8983,2665,0
36212,11249,596,2.7,5228,5228,0
81176,18190,640,1.1,9484,5858,0
68053,23438,482,0.7,11718,2268,1
42474,16199,489,5.3,13115,2716,1
39336,7844,651,3.1,11228,7393,0
38752,17948,517,1.0,8408,8408,1
28185,14756,850,1.5,9509,3676,0
129214,28250,444,13.6,6717,4618,1
40401,24873,570,7.6,12323,8971,1
101752,13689,652,8.5,8478,4208,0
122124,6517,613,2.5,11231,3754,0
89231,7924,540,3.9,19942,2490,0
37836,8606,554,1.9,6024,2452,0
62457,10382,551,0.3,15028,15028,1
48314,16555,621,2.1,10130,4119,0
28503,23674,845,3.6,40735,16790,0
59553,12824,658,1.4,8507,8507,0
24163,13533,768,7.5,16101,4166,0
99968,14983,701,0.7,10004,6847,0
37095,8842,761,1.8,3745,3745,0
55309,6372,370,0.5,6874,1152,1
58103,3280,620,2.1,18331,1216,0
41968,7661,781,0.2,7311,5136,0
69704,19507,593,1.3,2092,2092,0
36866,7613,826,2.0,9682,9682,0
82684,11045,798,2.6,4607,3972,0
21860,19402,603,3.1,10854,10854,1
52882,20263,600,1.3,29313,3201,0
156899,5633,549,3.0,16960,16960,0
26898,29663,587,2.8,29018,7753,1
32642,32921,527,1.5,6680,6680,1
66726,5411,693,7.1,8953,3101,0
54598,6911,504,3.2,4764,4764,1
60499,34644,710,1.6,6131,6131,0
65743,11879,713,11.8,5173,4314,0
71742,2262,484,7.5,3965,3621,1
95399,4360,805,16.2,25748,3936,0
62686,10944,701,4.7,2288,2288,0
42414,5269,725,1.9,25825,10613,0
73390,9598,574,1.3,23677,18086,0
153266,13710,712,4.4,14043,6518,0
45271,43036,763,15.8,4536,4536,0
27317,10590,640,3.9,3270,3270,0
95249,31509,850,8.5,6742,6742,0
45605,41899,654,1.6,15330,3935,0
13312,42085,764,2.1,9918,9918,1
81508,16778,679,9.5,4767,4767,0
35554,2778,709,5.7,22109,564,0
46429,19315,483,15.9,32179,10885,1
59826,30906,687,6.0,8445,1564,0
54957,12521,577,2.4,10684,10649,0
75032,53942,565,3.0,3442,3442,1
37749,26579,824,9.2,7405,6614,0
66694,21049,629,3.2,14148,8017,0
41952,31860,550,1.2,12688,12688,1
76365,17443,614,2.3,6937,3146,0
70914,1818,520,2.9,8168,8168,1
27966,8961,793,0.4,7237,7237,0
94051,34813,580,5.4,8144,8144,1
35540,7002,703,0.5,13310,1817,0
79605,11173,786,2.1,2497,2497,0
61106,5791,600,6.5,9395,2069,0
147696,55667,703,2.5,12645,1991,0
42870,51287,547,7.4,6639,6639,1
39752,6587,850,1.7,7076,5270,0
48453,15031,744,12.6,7221,7221,0
40868,7751,631,0.9,7077,3599,0
79219,21850,573,0.2,9938,4356,0
18587,20085,639,8.2,10832,5945,1
26050,25575,616,5.6,2275,2263,1
25831,17423,845,1.1,15631,2564,0
86698,139850,527,16.7,8079,8079,1
136813,5870,663,2.8,38295,2999,0
46043,3400,648,12.1,4298,4298,0
44299,9755,638,2.8,5393,5393,0
51125,3811,639,2.6,8587,1221,0
98433,4048,638,2.4,13217,7922,0
28102,5997,737,1.6,2526,2526,0
56558,6388,711,3.1,5539,5539,0
88002,6225,692,2.4,14972,4326,0
66215,20223,347,0.1,5097,2109,1
54926,8911,680,1.2,25823,16508,0
89378,11573,484,1.0,7203,4485,1
9682,27320,715,8.1,5273,2219,1
73624,7237,797,3.7,15171,7418,0
33109,10811,557,5.8,30495,2519,0
16344,17901,624,12.6,13246,2092,0
66617,2826,590,4.1,23916,3505,0
111770,1982,774,16.2,32005,2700,0
45140,17622,660,1.5,5191,2162,0
86831,19803,823,0.8,19089,10155,0
128974,69660,691,2.1,3407,3407,0
107899,15161,674,2.5,13325,13325,0
131134,25740,657,9.0,9415,2278,0
76518,11426,732,3.3,23625,1038,0
51290,16946,476,1.4,22484,5619,1
18748,50706,659,5.4,14748,14748,1
42292,2443,643,2.8,12196,7926,0
29556,18600,723,0.7,14127,14127,0
180334,73752,631,3.4,10334,6627,0
44111,16741,546,9.7,9482,6075,1
52782,50034,651,7.4,27168,706,0
68247,8076,542,3.5,29555,7224,0
50320,13022,457,1.9,8963,5720,1
135541,13723,723,0.4,11688,3406,0
33739,2266,708,2.5,10479,4346,0
55092,5247,697,5.6,3203,3203,0
31399,5555,780,1.8,7820,4180,0
22203,25788,583,1.1,30327,30327,1
33960,26842,507,10.7,5856,3520,1
47943,17313,643,6.9,43485,5724,0
37889,25830,615,4.1,22482,3417,0
32356,11716,566,0.6,13109,9948,0
21083,34946,642,0.6,14656,5762,1
46636,13454,589,0.4,5208,3820,0
19874,13993,466,3.8,8220,868,1
77345,10802,606,0.5,27146,6118,0
51507,23099,536,7.4,6437,3720,1
20444,9538,673,19.8,20802,4653,0
40720,29177,584,1.8,3775,1696,0
31217,5401,761,2.4,4278,4278,0
59368,5546,810,5.0,37458,10626,0
109565,23154,718,11.1,9815,9815,0
15913,12446,495,9.0,6789,6789,1
52523,9292,801,0.2,25692,8376,0
44530,27229,808,0.7,23673,1758,0
73336,8219,652,5.6,18855,18855,0
55710,11383,782,4.7,6641,2133,0
31220,40920,595,0.6,8096,3860,1
40480,45767,463,2.8,12310,9286,1
30406,47001,574,6.1,16092,9710,1
93489,10660,823,1.0,6933,6933,0
49652,35759,501,8.2,11154,3428,1
153386,6253,650,0.2,11934,2846,0
47269,6467,653,6.1,24361,24361,0
32047,2038,599,3.8,16783,4744,0
19767,50934,606,1.5,3447,3447,1
16616,6693,657,5.1,8522,2586,0
18949,12074,594,6.1,5166,5166,1
57542,6449,508,10.9,14730,5874,0
66518,23298,672,1.8,18887,4844,0
18983,9892,757,4.6,10626,6930,0
83870,4704,737,3.7,8203,8203,0
36686,19022,569,3.0,10388,2877,0
53534,4243,525,8.8,11456,5109,0
128970,6837,622,0.0,6323,2743,0
83961,2476,807,1.3,4217,4217,0
41726,4276,715,3.1,2356,2356,0
28718,15411,720,0.8,24029,3063,0
13479,2775,739,9.5,14009,1321,0
31841,4085,692,4.2,12756,5367,0
43188,13334,662,2.6,23996,7236,0
27111,8648,716,6.7,4110,4110,0
45308,65751,595,2.4,2937,2937,1
51334,57937,509,3.3,12951,3279,1
42834,6672,722,0.0,12152,1446,0
33190,20863,774,1.8,2946,1637,0
54241,24329,538,0.6,12729,1531,0
63906,8283,732,4.7,7479,7479,0
25483,4038,818,2.6,5625,5625,0
114297,13229,650,1.4,7837,2908,0
46205,11634,568,2.5,1792,1792,1
49578,9428,662,0.9,6542,2274,0
74976,19032,595,10.4,6045,2840,0
56383,7328,588,0.2,14617,14617,0
86845,5316,693,8.0,8859,4784,0
58237,14578,490,2.9,15479,1336,0
33946,18193,506,3.9,1661,1661,1
60895,5212,652,1.4,5501,1761,0
24680,28070,648,13.6,14606,2888,0
52320,3241,684,1.3,7973,7973,0
48053,8413,838,3.6,17887,7141,0
43266,10868,660,20.1,2798,2798,0
45382,8031,710,8.5,16511,1623,0
15849,8501,552,3.1,6327,2059,0
35269,59686,727,18.6,5912,2174,0
51829,6763,597,4.8,19806,4946,0
53955,94181,657,0.9,22322,5837,1
26460,18953,639,2.1,20420,4299,0
104760,14381,753,1.6,41235,4744,0
29152,19555,519,1.7,24023,1909,1
87700,101108,422,5.7,5671,5671,1
63343,6034,629,3.5,10929,10929,0
33265,5452,697,0.2,7691,4245,0
142228,7303,665,8.4,40960,4171,0
23952,13708,773,1.4,21448,5296,0
85092,3359,694,23.3,8671,8671,0
89353,13601,594,12.3,18298,2197,0
32782,51784,417,11.3,4177,4177,1
113038,15080,626,6.7,11792,7180,0
42191,10571,753,1.0,5133,5043,0
58292,8148,611,3.0,3035,3035,0
57308,27414,653,1.0,17140,1696,0
45225,6900,692,1.2,18695,7862,0
79737,58520,548,3.8,13630,7239,1
78912,62736,712,0.2,8707,2118,0
17169,16406,814,14.0,4079,4079,0
107216,13237,633,10.0,4390,4390,0
18079,30471,537,1.9,5022,4184,1
91083,32075,643,2.9,8404,8404,0
96377,7011,428,2.5,21022,2938,1
25474,8767,684,8.6,20791,6268,0
38312,4638,695,4.7,3121,3121,0
25250,18532,818,1.3,6092,2826,0
43090,22772,631,2.4,5978,5978,0
40749,4537,691,2.2,1682,1682,0
78260,9282,564,12.8,14710,1305,0
107601,4547,614,0.8,8331,972,0
113256,6509,497,0.4,9144,9144,1
34986,20761,631,8.5,25390,1638,0
43238,7430,619,9.1,10528,6320,0
17853,10502,680,8.2,7321,5164,0
30227,3634,588,2.9,14771,3527,0
87458,15515,658,4.3,20769,20769,0
129230,12895,617,3.3,12180,5777,0
23374,7456,617,0.3,16033,9702,0
34356,11485,658,3.6,8938,6351,0
48250,15433,654,0.1,9346,3990,0
57994,6961,726,1.6,10712,4831,0
30159,4101,638,10.8,5842,5842,0
63224,56639,615,1.4,6650,6650,1
36890,8050,632,11.2,25965,25965,0
48598,12365,579,1.2,40359,6000,0
68035,29992,614,1.5,30168,2232,0
49210,224862,850,4.0,3920,3306,1
37728,4936,559,5.7,3663,1687,0
45901,19146,622,2.8,4301,4301,0
46490,7585,611,8.6,10873,2901,0
39261,8682,625,0.2,1386,314,0
41971,7509,617,10.2,6554,6554,0
127924,5429,678,0.9,26502,2941,0
68635,12926,479,8.6,19687,2925,1
41057,4107,754,2.0,6930,6930,0
74472,28494,713,7.2,7307,1657,0
40123,13961,526,4.5,14722,13670,1
99099,18731,423,0.8,19047,2897,1
61193,9201,552,10.0,6814,1493,0
45964,9959,626,1.1,8400,8400,0
64128,16815,850,1.1,6659,6659,0
19101,5265,704,6.7,3897,3897,0
24933,10033,469,0.4,8486,6842,1
23948,6716,581,1.0,8045,8045,0
53411,6552,645,2.8,4095,1621,0
138622,2470,675,7.1,15557,5434,0
186984,39006,519,0.6,13882,2131,0
71886,7714,637,3.2,16107,1408,0
66205,33884,578,5.0,5781,5781,1
16637,31415,540,7.9,2469,2469,1
35397,4775,676,11.0,13727,3481,0
30556,5593,727,6.1,6217,4061,0
33776,103611,734,4.2,5306,1765,1
44317,54217,707,2.3,4105,4105,0
36929,13027,600,0.5,8162,8162,0
14949,16414,721,4.9,29856,10020,0
76784,8065,681,19.7,6948,6948,0
25754,18880,663,5.3,4615,2817,0
56588,7527,589,0.1,15621,2738,0
170152,2628,600,2.7,11170,10055,0
28236,4641,657,3.8,2245,2245,0
10741,13587,850,4.7,15735,4210,0
41291,5405,680,5.1,43911,3349,0
94900,12660,589,3.3,1603,1603,0
158738,5655,567,1.0,4167,3555,0
23442,7145,601,11.4,1348,1348,0
66040,26437,850,4.8,9389,4345,0
37079,16285,610,1.1,19797,1915,0
46002,13257,741,1.6,10656,10656,0
239571,26989,612,10.2,26223,5476,0
19895,19624,676,8.7,17701,2592,0
57082,42500,729,2.1,32582,1406,0
64901,9248,593,0.2,22296,1539,0
94040,9474,586,0.2,7465,3514,0
51989,4718,816,1.3,10370,10370,0
58973,9479,748,4.0,5388,2904,0
38755,28906,729,3.5,8421,8421,0
57611,37797,729,4.0,10335,4369,0
39898,28803,696,5.1,9326,1698,0
71178,3180,850,0.1,25326,3210,0
39271,31778,654,0.4,7855,1552,0
61467,3069,708,1.8,5154,2275,0
48168,27405,505,0.7,5384,2215,1
96339,9954,568,0.3,15655,886,0
47532,23436,530,4.1,3706,3706,1
16919,4601,777,6.8,8597,5943,0
104522,34096,395,5.6,25066,2650,1
28469,4138,610,6.8,12147,6000,0
33115,7826,351,4.4,9394,2317,1
34290,6012,567,5.3,9651,444,0
111822,3283,601,1.3,4814,4814,0
13610,14409,788,19.9,5432,5432,0
322110,56663,690,0.8,8633,2893,0
92377,112817,567,1.0,11967,862,1
56047,14440,757,1.4,19220,1281,0
47433,32642,652,14.8,10560,10560,0
58182,16086,654,17.8,25513,18991,0
67015,19913,530,6.3,30444,9681,0
72195,10161,551,4.0,17269,1802,0
68416,15616,567,2.9,23330,19129,0
51728,20537,655,14.1,4947,4947,0
43547,8410,658,4.8,4427,4427,0
44767,12557,804,11.6,14223,7343,0
43611,12750,689,1.5,3871,1266,0
96786,25877,379,1.6,8077,1672,1
69992,5694,676,7.7,16981,3105,0
8398,12820,505,0.6,26618,8772,1
72660,61673,553,11.7,8284,1419,1
55097,33903,569,2.8,6279,4197,1
48474,39314,584,10.4,12386,4192,0
38828,13623,512,1.6,4668,4668,1
96227,17271,670,5.0,8767,8767,0
86553,29786,509,2.6,9842,1980,0
30831,46546,686,3.9,9705,9705,1
62582,2804,850,2.8,10530,1725,0
27365,4664,517,13.7,5518,5518,1
21423,38084,622,4.7,5950,2996,1
33657,10705,398,1.2,5867,5696,1
82243,7806,620,9.6,3184,3184,0
86845,4898,714,1.4,12573,5872,0
66693,8570,722,1.9,18514,9019,0
75740,4351,658,0.4,17282,6991,0
66817,71173,739,9.2,8236,8236,0
33360,13122,850,1.3,5610,5610,0
63523,12755,821,1.2,16664,1575,0
79241,21385,598,10.1,15479,6266,0
77078,28850,505,6.5,11524,2959,1
100042,28473,609,0.6,33558,1811,0
74980,31536,555,5.9,9716,3786,0
60528,8065,695,9.8,8268,5796,0
93162,10527,532,0.3,7481,6153,1
48247,24716,643,7.0,3319,3319,0
28879,8761,734,3.2,15724,15724,0
44452,13305,640,4.4,9193,6652,0
31353,18380,555,2.7,14143,7827,1
32692,25038,767,4.8,35930,5355,0
44949,3222,462,0.1,7529,7529,1
30472,23666,617,5.8,1926,1926,1
40750,11081,646,0.1,13860,4680,0
15738,23528,652,2.4,11123,11123,1
55713,24873,668,0.7,5927,3006,0
49056,48355,711,6.9,13070,13070,0
30024,39449,646,1.5,17159,1453,0
72806,39232,613,2.4,5102,5102,0
86038,42401,609,2.2,8015,8015,0
18685,16867,589,5.9,27826,883,0
31019,13708,729,2.6,5972,5569,0
30900,26856,585,6.2,10370,9357,1
27891,23997,735,0.3,1576,1576,0
80635,10433,652,0.9,3508,3508,0
43639,18469,598,3.2,11051,5556,0
41827,12990,712,11.8,23379,1836,0
14731,6747,577,0.3,3815,3815,1
71772,37510,714,0.2,10427,3124,0
23306,13963,671,0.7,7608,7264,0
50816,68801,590,4.1,19287,2746,1
57897,3640,703,2.0,4220,634,0
110901,8558,705,7.0,13374,2139,0
22353,13713,766,0.3,6263,1336,0
8009,33187,747,0.9,11569,11569,1
54738,18390,699,1.4,10386,2846,0
144395,17126,537,3.9,8298,3094,0
103091,5422,850,4.6,13828,1886,0
55592,5295,510,0.5,10204,5349,0
36498,17292,745,11.5,9019,2579,0
79561,4486,693,1.7,7712,7712,0
27334,8730,533,5.0,10450,6450,1
65239,19945,638,3.0,11561,2938,0
66389,6088,642,1.0,4952,4952,0
92608,48256,781,7.5,7749,4950,0
256734,35566,579,6.8,4729,4729,0
62035,3800,624,2.0,9625,1318,0
36121,6337,416,3.6,6538,4610,1
48274,2146,823,1.2,16976,6564,0
16959,7143,543,4.7,15850,15850,1
32311,24664,683,1.5,5188,2498,0
38347,9594,640,7.4,9881,9881,0
35794,19315,640,1.0,15475,8113,0
53713,3953,731,0.1,8754,1252,0
29928,25295,817,1.3,5945,2297,0
96049,8569,675,0.8,4607,4607,0
49027,13490,716,2.8,17997,15047,0
48748,12403,683,0.9,18618,4995,0
40266,4831,752,5.8,8556,5625,0
53805,5311,604,1.1,16921,1723,0
80423,28976,758,4.9,1242,1242,0
29136,18383,761,3.5,25067,2020,0
33029,30947,758,17.1,8867,8867,0
40854,17322,584,36.9,10930,10930,1
21861,14979,633,8.1,7908,5132,0
29985,3358,674,5.7,26291,11741,0
36837,10761,513,2.0,4710,4710,1
82837,13070,809,5.6,27781,6255,0
57385,63735,649,12.6,13061,4197,0
55059,23146,678,0.1,15304,4628,0
81678,45654,592,3.1,7860,2518,0
45142,21548,517,1.0,3961,2468,1
61962,7563,590,3.3,18984,7319,0
46077,14672,672,2.5,12308,4241,0
57481,16139,717,3.4,25671,6600,0
34556,6302,666,3.2,8642,1286,0
11347,9823,685,12.9,7380,4522,0
45226,11332,616,3.2,26151,12421,0
115111,48267,700,7.5,37734,1795,0
85454,2529,798,1.5,9962,4988,0
87486,35054,720,2.3,5843,926,0
102917,6314,731,2.5,17455,1518,0
51699,4457,679,1.3,8285,8285,0
55182,34336,500,1.9,15055,3721,1
33840,23993,546,3.7,8254,8254,1
40553,36447,695,3.5,29579,7253,0
70931,25351,649,4.0,6065,6065,0
100945,69416,694,1.7,13855,1865,0
45086,20889,818,1.5,7030,3475,0
37417,11788,723,3.8,8127,2542,0
49036,17577,776,0.6,7417,1884,0
70314,36126,659,1.2,16598,8933,0
20613,7162,569,0.2,18823,10701,0
12361,7931,644,0.3,14624,7038,0
35231,10434,570,1.1,9177,2333,0
23566,2481,806,0.1,10918,6619,0
36139,14920,729,1.1,18553,879,0
44861,2955,702,4.3,18968,16167,0
37349,13939,774,0.3,1505,1505,0
117182,26695,448,2.3,8180,1793,1
59638,9122,709,9.8,8459,5452,0
58705,51108,519,6.3,15811,5906,1
71205,4153,649,1.5,9445,4603,0
24753,34648,619,10.4,16374,1810,1
91443,22928,716,1.6,4651,4651,0
46842,3385,673,0.3,11873,1078,0
